BsmtExposure,GarageYrBlt,MasVnrArea,OverallQual,GrLivArea,GarageType,GarageArea,Exterior2nd,1stFlrSF,2ndFlrSF,BsmtQual,FireplaceQu,KitchenQual,Neighborhood,SaleCondition,YearRemodAdd,LandContour,ExterQual,SaleType,GarageFinish,OverallCond,GarageCars,WoodDeckSF,BsmtFinSF1,LotFrontage,YearBuilt,Exterior1st,TotRmsAbvGrd,TotalBsmtSF,SalePrice
0,1987.0,0.0,8,1088,Attchd,461,HdBoard,1088,0,4,0,4,StoneBr,Normal,1986,Lvl,4,WD,RFn,5,2,0,0,,1986,HdBoard,5,1074,170000
0,1936.0,0.0,4,1324,Detchd,240,MetalSd,757,567,3,0,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,6,1,0,672,50.0,1936,MetalSd,6,672,128000
0,1978.0,206.0,7,1601,Attchd,478,Plywood,1601,0,4,3,3,NWAmes,Abnorml,1978,Lvl,3,COD,RFn,5,2,0,704,82.0,1978,Plywood,7,1271,157000
0,1930.0,0.0,2,438,Detchd,246,Wd Sdng,438,0,3,0,2,SWISU,Normal,1950,Bnk,3,WD,Unf,5,1,0,290,60.0,1920,Wd Sdng,3,290,60000
0,1981.0,0.0,5,950,Detchd,280,MetalSd,950,0,3,0,3,NAmes,Normal,1971,Lvl,3,WD,Unf,5,1,0,412,61.0,1971,HdBoard,5,950,119500
0,1960.0,45.0,5,1134,Attchd,254,Wd Sdng,1134,0,3,0,3,NAmes,Family,2002,Lvl,3,WD,RFn,7,1,0,588,70.0,1960,Wd Sdng,6,1010,135000
1,1954.0,0.0,6,1194,BuiltIn,539,BrkFace,1194,0,3,2,3,NAmes,Normal,1959,Lvl,3,WD,Fin,6,2,0,655,79.0,1959,BrkFace,6,655,159500
0,1970.0,304.0,5,1302,Detchd,440,HdBoard,630,672,3,0,3,BrDale,Normal,1970,Lvl,3,WD,Unf,5,2,0,0,24.0,1970,HdBoard,6,630,106000
2,1994.0,362.0,8,2622,Attchd,712,HdBoard,1500,1122,5,3,4,NoRidge,Normal,1995,Lvl,4,WD,RFn,5,2,186,1032,98.0,1994,HdBoard,9,1463,325000
1,1990.0,0.0,7,1442,Attchd,719,HdBoard,1442,0,4,3,4,SawyerW,Normal,1991,Lvl,4,WD,Fin,5,2,0,738,114.0,1990,HdBoard,6,910,179900
0,2006.0,0.0,7,2021,BuiltIn,422,VinylSd,887,1134,5,4,4,Gilbert,Partial,2006,HLS,4,New,RFn,5,2,0,0,168.0,2006,VinylSd,9,868,274725
0,2000.0,0.0,6,1690,Attchd,463,VinylSd,948,742,4,3,3,Gilbert,Abnorml,2000,Lvl,3,WD,RFn,5,2,100,0,,2000,VinylSd,7,924,181000
1,2004.0,42.0,8,1836,Attchd,862,MetalSd,1836,0,5,4,4,NridgHt,Normal,2005,Lvl,4,WD,Fin,5,3,125,1039,107.0,2004,MetalSd,7,1836,280000
0,1995.0,0.0,6,1658,Attchd,431,HdBoard,773,885,4,3,3,Gilbert,Normal,1996,Lvl,3,WD,Fin,5,2,224,219,,1995,HdBoard,8,773,188000
0,1976.0,660.0,7,1964,Attchd,483,Plywood,1098,866,3,4,3,NWAmes,Normal,1976,Lvl,3,WD,RFn,6,2,0,403,80.0,1976,Plywood,8,803,205000
0,1957.0,0.0,5,816,Detchd,308,Wd Shng,816,0,3,0,3,NAmes,Normal,1957,Lvl,3,WD,Unf,7,1,0,708,73.0,1957,WdShing,5,816,129900
0,1953.0,0.0,5,1008,Attchd,240,Wd Sdng,1008,0,3,0,4,NAmes,Normal,2006,Lvl,3,WD,Unf,7,1,0,643,66.0,1953,Wd Sdng,6,1008,134500
0,1955.0,0.0,5,833,Detchd,326,MetalSd,833,0,3,0,4,OldTown,Normal,2000,Lvl,3,WD,Unf,7,1,0,415,90.0,1954,MetalSd,4,833,117000
0,2007.0,328.0,8,1734,Attchd,928,VinylSd,1734,0,5,4,5,NridgHt,Partial,2007,Lvl,4,New,RFn,5,3,0,1004,93.0,2007,VinylSd,7,1734,318000
0,2002.0,0.0,8,1419,BuiltIn,527,VinylSd,779,640,4,3,4,Gilbert,Normal,2002,Lvl,4,WD,Fin,5,2,120,353,,2002,VinylSd,7,408,184100
0,1967.0,0.0,5,894,Attchd,450,VinylSd,894,0,3,0,4,Sawyer,Normal,2003,Lvl,3,WD,RFn,7,2,0,702,57.0,1967,VinylSd,5,894,130000
0,1958.0,0.0,5,1601,BuiltIn,300,MetalSd,1021,580,3,0,3,Sawyer,Normal,1987,Lvl,3,WD,RFn,6,1,280,0,85.0,1958,MetalSd,6,533,140000
0,1959.0,0.0,5,1040,Attchd,286,Wd Sdng,1040,0,3,0,3,NAmes,Normal,1959,Lvl,3,WD,RFn,5,1,140,369,70.0,1959,BrkFace,6,1040,133700
0,1920.0,0.0,6,1012,Detchd,308,BrkFace,1012,0,3,4,3,IDOTRR,Normal,1950,Bnk,3,WD,Unf,5,1,0,0,59.0,1920,BrkFace,6,1012,118400
2,2005.0,196.0,7,1552,Attchd,782,VinylSd,1552,0,4,0,4,CollgCr,Partial,2006,Lvl,4,New,RFn,5,3,144,24,84.0,2005,VinylSd,7,1552,212900
0,1956.0,0.0,4,960,Basment,288,AsbShng,960,0,3,0,3,Edwards,Abnorml,1956,Lvl,3,COD,Unf,3,1,64,0,,1956,AsbShng,5,672,112000
0,,0.0,5,698,,0,VinylSd,698,0,3,0,3,Edwards,Normal,2008,Lvl,3,WD,,9,0,0,0,50.0,1947,VinylSd,4,698,118000
0,1992.0,170.0,7,1482,Attchd,392,HdBoard,812,670,4,3,4,Gilbert,Normal,1992,Lvl,3,WD,Fin,5,2,100,0,,1992,HdBoard,7,384,163900
0,1977.0,0.0,4,1005,Detchd,672,Plywood,1005,0,3,3,2,NAmes,Normal,1955,Lvl,3,WD,Unf,5,2,0,0,60.0,1955,Plywood,5,1005,115000
0,2007.0,130.0,7,1555,Attchd,660,VinylSd,1555,0,4,3,4,Blmngtn,Normal,2007,Lvl,4,WD,Fin,5,3,143,0,53.0,2007,VinylSd,7,1373,174000
2,2004.0,0.0,7,1530,Attchd,630,VinylSd,1530,0,4,4,4,Gilbert,Family,2004,Lvl,4,WD,Fin,5,3,144,1300,182.0,2004,VinylSd,7,1530,259000
2,2004.0,0.0,7,1959,BuiltIn,434,VinylSd,847,1112,4,4,4,Gilbert,Normal,2005,Lvl,4,WD,Fin,5,2,100,0,59.0,2004,VinylSd,8,847,215000
3,1980.0,180.0,5,936,Detchd,672,MetalSd,936,0,4,0,3,OldTown,Normal,1980,Lvl,3,WD,Unf,5,2,49,936,60.0,1980,MetalSd,4,936,140000
0,1981.0,0.0,4,1981,Detchd,576,Plywood,1328,653,3,3,4,SWISU,Normal,1950,Lvl,3,WD,Unf,3,2,431,622,65.0,1928,WdShing,7,1122,135000
1,,0.0,5,974,,0,HdBoard,974,0,4,0,3,Mitchel,Abnorml,1992,Lvl,3,Oth,,5,0,0,212,63.0,1991,HdBoard,5,974,93500
1,1930.0,0.0,6,2210,Detchd,205,Wd Sdng,1178,1032,3,0,2,OldTown,Normal,1950,Lvl,3,WD,Unf,4,1,0,0,90.0,1880,Wd Sdng,8,1008,117500
0,1995.0,0.0,8,2020,Attchd,466,VinylSd,1142,878,4,3,4,SawyerW,Normal,1995,Lvl,4,WD,RFn,5,2,0,584,80.0,1995,VinylSd,8,1128,239500
2,1997.0,0.0,6,1600,Attchd,460,VinylSd,916,684,4,3,3,Gilbert,Normal,1997,HLS,3,WD,Fin,5,2,100,0,57.0,1997,VinylSd,7,916,169000
0,1926.0,0.0,6,986,Detchd,180,Wd Sdng,986,0,3,4,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,5,1,0,0,60.0,1926,Wd Sdng,5,960,102000
0,1950.0,0.0,6,1252,Attchd,288,VinylSd,1032,220,3,0,3,NAmes,Abnorml,1950,Lvl,3,WD,Unf,5,1,0,280,80.0,1950,VinylSd,6,1032,119000
0,,0.0,5,1020,,0,VinylSd,780,240,3,0,3,Sawyer,Normal,1996,Lvl,3,WD,,8,0,0,0,54.0,1875,VinylSd,6,780,94000
3,1977.0,0.0,6,1567,Attchd,714,ImStucc,1567,0,3,3,4,Mitchel,Normal,1977,Lvl,3,WD,RFn,5,2,264,1567,,1977,Plywood,5,1567,196000
0,1972.0,0.0,5,1167,Detchd,495,Stucco,1167,0,3,4,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,5,2,0,645,98.0,1920,Stucco,6,915,144000
1,1988.0,0.0,5,952,Detchd,840,HdBoard,952,0,3,0,3,NAmes,Abnorml,1951,Lvl,3,COD,Unf,7,2,0,852,60.0,1951,HdBoard,4,952,139000
0,1976.0,44.0,5,1868,Attchd,484,Plywood,1088,780,3,3,4,NWAmes,Normal,1976,Lvl,3,WD,Unf,7,2,448,381,,1976,Plywood,9,780,197500
3,2006.0,340.0,8,2828,BuiltIn,1052,VinylSd,1466,1362,5,3,4,CollgCr,Partial,2007,Lvl,4,New,RFn,5,3,125,1150,77.0,2006,VinylSd,11,1466,424870
0,,0.0,5,1006,,0,Plywood,1006,0,3,0,3,Sawyer,Normal,1959,Lvl,3,WD,,3,0,0,288,,1959,Wd Sdng,5,1006,80000
0,1941.0,0.0,4,924,Detchd,280,MetalSd,672,252,4,0,2,Edwards,Normal,1950,Lvl,3,WD,Unf,4,1,0,348,60.0,1941,MetalSd,5,672,80000
0,1928.0,0.0,5,1576,Detchd,225,MetalSd,1042,534,3,4,3,BrkSide,Family,1950,Lvl,3,WD,Unf,6,1,0,0,52.0,1928,MetalSd,8,1042,149000
0,1985.0,85.0,6,1298,Attchd,403,Wd Shng,1298,0,4,3,4,SawyerW,Normal,1985,Lvl,4,WD,Unf,5,2,165,1258,,1985,Wd Sdng,5,1298,180000
0,1941.0,0.0,7,1564,Attchd,234,MetalSd,860,704,3,4,2,Crawfor,Normal,1950,Bnk,3,WD,Unf,7,1,0,275,75.0,1941,MetalSd,7,704,174500
0,1982.0,0.0,7,1111,Detchd,288,Wd Sdng,572,539,3,4,3,OldTown,Normal,1950,Lvl,3,WD,Unf,7,1,0,0,,1926,Wd Sdng,5,572,116900
0,1930.0,0.0,7,1482,Detchd,324,VinylSd,832,650,3,0,3,OldTown,Normal,1988,Lvl,3,WD,Unf,9,2,0,624,50.0,1920,VinylSd,7,650,143000
0,1950.0,0.0,6,932,Attchd,306,BrkFace,932,0,3,4,4,NAmes,Normal,1950,Lvl,3,WD,Unf,5,1,0,0,57.0,1950,BrkFace,4,932,124000
0,1959.0,132.0,5,1466,Attchd,528,Plywood,1466,0,3,4,2,Edwards,Normal,1959,Lvl,3,WD,Fin,4,2,0,176,134.0,1959,HdBoard,6,1466,149900
0,1956.0,0.0,6,1811,Attchd,470,Stone,1811,0,3,4,5,Crawfor,Abnorml,2004,Lvl,3,WD,Fin,7,2,0,296,90.0,1956,Stone,6,1073,230000
2,2002.0,0.0,6,816,Detchd,432,Wd Sdng,816,0,3,0,3,IDOTRR,Normal,2007,Lvl,4,WD,Unf,8,1,0,538,,1930,Wd Sdng,5,816,120500
3,1965.0,288.0,7,1820,Attchd,492,VinylSd,902,918,3,4,4,NAmes,Normal,1988,Lvl,3,WD,Unf,6,2,60,454,,1965,VinylSd,8,864,201800
3,1976.0,0.0,5,1437,Attchd,528,Plywood,1437,0,4,2,4,Veenker,Normal,2004,Lvl,4,WD,RFn,8,2,0,1157,90.0,1976,Plywood,6,1437,218000
3,1965.0,0.0,5,1265,Attchd,502,BrkFace,1265,0,3,4,4,NAmes,Normal,1999,Lvl,3,WD,RFn,8,2,0,633,85.0,1965,BrkFace,6,1219,179900
0,2008.0,166.0,7,1314,Attchd,626,VinylSd,1314,0,4,4,4,NridgHt,Normal,2008,Lvl,4,WD,RFn,5,2,172,904,34.0,2007,VinylSd,6,1314,230000
0,2008.0,186.0,8,1580,Attchd,830,VinylSd,1580,0,4,0,4,Somerst,Partial,2008,Lvl,4,ConLD,RFn,5,3,0,0,92.0,2007,VinylSd,7,1580,235128
0,1974.0,270.0,6,1876,Attchd,540,HdBoard,943,933,3,3,4,NWAmes,Normal,1974,Lvl,4,WD,RFn,6,2,0,442,76.0,1974,HdBoard,8,901,185000
0,1978.0,0.0,6,1456,Attchd,440,Brk Cmn,855,601,4,3,3,NPkVill,Normal,1978,Lvl,3,WD,Unf,5,2,26,311,24.0,1978,Plywood,7,855,146000
0,1993.0,72.0,6,1640,Detchd,924,HdBoard,1640,0,3,4,4,Crawfor,Normal,2006,Low,4,WD,Unf,7,2,108,728,,1954,HdBoard,7,1296,224000
0,1968.0,0.0,5,894,Attchd,450,VinylSd,894,0,4,1,3,Sawyer,Normal,1968,Lvl,3,WD,Fin,5,2,0,492,109.0,1968,VinylSd,5,894,129000
2,1969.0,0.0,4,1258,CarPort,400,Plywood,1258,0,4,0,3,Sawyer,Alloca,1969,Lvl,3,WD,Unf,4,2,120,1198,60.0,1969,Plywood,6,1198,108959
3,1978.0,0.0,5,1432,Attchd,588,Plywood,1432,0,4,3,4,Veenker,Normal,1978,Lvl,3,WD,Unf,7,2,168,680,,1978,Plywood,5,1360,194000
0,2009.0,268.0,7,1502,Attchd,644,VinylSd,1502,0,4,0,4,NridgHt,Partial,2009,Lvl,4,New,RFn,5,2,0,0,79.0,2009,VinylSd,7,1502,233170
2,2008.0,72.0,8,1694,Attchd,776,VinylSd,1694,0,4,0,4,CollgCr,Normal,2008,Lvl,4,WD,RFn,5,3,160,0,64.0,2008,VinylSd,7,1694,245350
0,2000.0,0.0,6,1671,Attchd,472,VinylSd,959,712,4,3,3,Gilbert,Normal,2000,Lvl,3,WD,Fin,5,2,0,786,58.0,2000,VinylSd,7,959,173000
0,1935.0,0.0,6,2108,Basment,540,Stucco,1236,872,3,3,4,Edwards,Normal,1986,Lvl,3,WD,Unf,7,2,0,626,120.0,1935,Stucco,7,1127,235000
3,1995.0,1378.0,10,3627,Attchd,807,HdBoard,1831,1796,5,3,4,NoRidge,Normal,1996,Lvl,4,WD,Fin,5,3,361,1387,118.0,1995,HdBoard,10,1930,625000
2,1977.0,0.0,6,1118,Attchd,358,Plywood,1118,0,3,1,3,Mitchel,Normal,1977,Lvl,3,WD,Fin,6,1,203,522,76.0,1977,Plywood,6,1096,171000
0,1958.0,0.0,6,1261,Attchd,433,MetalSd,1261,0,3,3,3,NAmes,Normal,1958,Lvl,3,WD,RFn,6,2,0,662,76.0,1958,MetalSd,6,1261,163000
0,2006.0,0.0,7,1250,Detchd,625,MetalSd,625,625,4,0,4,Somerst,Normal,2007,Lvl,4,WD,Fin,5,2,0,0,35.0,2006,MetalSd,5,625,171900
0,,0.0,5,3086,,0,MetalSd,1636,971,3,4,5,ClearCr,Normal,1994,Bnk,3,WD,,6,0,122,152,138.0,1946,MetalSd,12,1598,200500
0,1932.0,0.0,6,2345,Detchd,360,Wd Sdng,1170,1175,4,4,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,8,2,0,503,80.0,1932,Wd Sdng,9,952,239000
0,1992.0,337.0,8,2872,Attchd,541,HdBoard,2129,743,4,3,4,NoRidge,Normal,2000,Lvl,4,WD,Fin,5,2,0,700,85.0,1992,HdBoard,9,1683,285000
0,1984.0,0.0,5,923,Attchd,264,Plywood,923,0,3,0,3,Mitchel,Normal,1985,Lvl,3,WD,Unf,5,1,362,658,37.0,1984,HdBoard,5,876,119500
0,1926.0,0.0,6,1224,Detchd,210,MetalSd,818,406,3,0,3,OldTown,Normal,2004,Bnk,3,WD,Unf,8,1,0,468,,1926,MetalSd,5,818,115000
0,1921.0,0.0,5,1343,Detchd,186,Wd Sdng,820,523,3,4,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,6,1,192,0,54.0,1921,Wd Sdng,7,731,154900
0,,0.0,5,1124,,0,Wd Sdng,1124,0,0,4,3,Edwards,Normal,1954,Lvl,3,WD,,5,0,0,0,77.0,1954,Wd Sdng,5,0,93000
0,1990.0,0.0,7,2514,Attchd,693,MetalSd,1298,1216,4,0,3,Timber,Normal,1991,Lvl,3,WD,Fin,5,2,0,1216,,1990,MetalSd,8,1216,250000
3,2008.0,186.0,8,1652,Attchd,482,CmentBd,1652,0,5,4,4,Crawfor,Partial,2008,HLS,5,New,Fin,5,2,162,1480,64.0,2008,CemntBd,5,1600,392500
2,1996.0,0.0,10,4476,Attchd,813,ImStucc,2411,2065,5,3,5,NoRidge,Abnorml,1996,Lvl,4,WD,Fin,5,3,171,2096,160.0,1996,Wd Sdng,10,2396,745000
0,1970.0,0.0,5,1130,Detchd,720,Stucco,1130,0,3,4,3,OldTown,Normal,1950,Lvl,3,WD,Unf,6,2,229,821,60.0,1920,Stucco,5,1120,120000
3,1963.0,226.0,5,1572,2Types,995,MetalSd,1572,0,3,3,3,Timber,Normal,1963,Lvl,3,WD,RFn,4,3,0,1159,50.0,1963,MetalSd,5,1572,186700
0,1965.0,0.0,5,1221,Attchd,392,AsbShng,949,272,3,0,3,Edwards,Normal,1950,Lvl,3,WD,Unf,7,1,0,392,60.0,1924,AsbShng,7,784,104900
1,1920.0,0.0,3,1699,CarPort,420,HdBoard,1014,685,2,0,3,OldTown,Abnorml,1970,Bnk,3,WD,Unf,5,2,0,440,107.0,1900,HdBoard,7,978,95000
0,1994.0,0.0,8,1624,Attchd,757,ImStucc,1624,0,4,2,4,NoRidge,Normal,1995,Lvl,4,WD,RFn,5,3,0,1456,89.0,1994,ImStucc,5,1624,262000
0,2002.0,95.0,7,1660,Attchd,493,VinylSd,831,829,4,0,4,CollgCr,Normal,2002,Lvl,4,WD,RFn,5,2,144,0,68.0,2002,VinylSd,7,831,195000
0,1999.0,0.0,7,1804,Attchd,442,VinylSd,1028,776,3,3,4,Gilbert,Normal,1999,Lvl,3,WD,Fin,5,2,140,0,60.0,1999,VinylSd,7,994,189000
2,1975.0,149.0,4,1622,2Types,1356,MetalSd,1622,0,3,3,3,Mitchel,Normal,1975,Low,3,WD,Fin,4,4,439,1159,,1961,MetalSd,7,1249,168000
0,1999.0,456.0,8,1441,Detchd,492,MetalSd,764,677,4,0,4,Somerst,Normal,2000,Lvl,4,WD,Unf,5,2,206,0,24.0,1999,MetalSd,5,776,174000
1,1925.0,0.0,5,1472,Detchd,250,VinylSd,842,630,3,0,4,OldTown,Normal,1994,Lvl,3,WD,Unf,8,1,0,0,60.0,1925,VinylSd,6,702,125000
0,1999.0,425.0,6,1224,Attchd,402,VinylSd,1224,0,5,0,3,Mitchel,Normal,1999,Lvl,3,WD,Fin,5,2,0,883,,1999,VinylSd,5,1224,165000
0,1969.0,143.0,6,1352,Attchd,299,HdBoard,663,689,3,0,3,Sawyer,Normal,1969,Lvl,3,WD,Fin,7,1,379,371,80.0,1969,HdBoard,7,663,158000
0,2005.0,0.0,6,1456,Attchd,400,VinylSd,728,728,4,0,4,Gilbert,Normal,2005,Lvl,3,WD,Fin,5,2,100,0,51.0,2005,VinylSd,8,728,176000
2,2006.0,0.0,7,1863,BuiltIn,660,VinylSd,879,984,4,4,4,Gilbert,Partial,2006,Lvl,4,New,Fin,5,3,100,0,58.0,2006,VinylSd,9,879,219210
0,1916.0,0.0,7,1690,Detchd,225,MetalSd,815,875,3,4,3,OldTown,Normal,1950,Bnk,3,ConLw,Unf,6,1,0,0,65.0,1916,MetalSd,7,815,144000
0,2001.0,0.0,7,1212,Attchd,573,VinylSd,1212,0,4,0,4,CollgCr,Normal,2001,Lvl,4,WD,RFn,5,2,356,0,70.0,2001,VinylSd,6,1212,178000
0,1974.0,51.0,4,1382,Attchd,459,HdBoard,1382,0,3,1,3,Sawyer,Normal,1979,Lvl,3,WD,Unf,5,2,0,547,75.0,1963,HdBoard,6,1051,148000
0,1972.0,0.0,4,864,Attchd,280,MetalSd,864,0,3,0,3,NAmes,Abnorml,1970,Lvl,3,Oth,Unf,5,1,0,0,71.0,1970,MetalSd,5,864,116050
2,1998.0,0.0,7,1779,Attchd,546,VinylSd,866,913,4,0,4,CollgCr,Normal,1998,Lvl,3,WD,RFn,5,2,198,0,80.0,1998,VinylSd,6,866,197900
0,1960.0,0.0,5,1348,Detchd,216,Wd Sdng,884,464,3,2,3,BrkSide,Normal,1997,Lvl,3,WD,Unf,8,1,0,0,50.0,1925,Wd Sdng,5,884,117000
0,2000.0,171.0,7,1630,Attchd,451,VinylSd,1630,0,4,3,4,CollgCr,Normal,2001,Lvl,4,WD,Unf,5,2,74,0,75.0,2000,VinylSd,6,1630,213000
0,1975.0,0.0,5,1074,Attchd,495,HdBoard,1074,0,4,0,3,NWAmes,Normal,1975,Lvl,3,WD,RFn,6,2,0,788,78.0,1975,HdBoard,6,1056,153500
1,1990.0,234.0,7,2196,Attchd,701,HdBoard,2196,0,4,3,4,SawyerW,Normal,1991,Lvl,4,WD,RFn,7,3,84,485,90.0,1990,HdBoard,7,2158,271900
0,1966.0,0.0,4,1056,Detchd,384,HdBoard,1056,0,3,0,3,SawyerW,Normal,1966,Lvl,3,WD,Unf,4,1,0,1056,,1966,HdBoard,5,1056,107000
2,2003.0,120.0,6,1700,Attchd,544,VinylSd,1700,0,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,RFn,5,2,192,340,70.0,2003,VinylSd,7,1682,200000
0,1980.0,0.0,5,1283,Detchd,506,MetalSd,1283,0,3,0,3,NAmes,Normal,1980,Lvl,3,WD,Unf,7,2,0,504,70.0,1962,MetalSd,6,931,140000
1,2006.0,420.0,8,1660,Attchd,500,VinylSd,1660,0,5,4,4,Somerst,Partial,2006,Lvl,4,New,RFn,5,2,322,1220,85.0,2006,VinylSd,8,1660,290000
0,1992.0,0.0,6,1845,Attchd,462,Wd Sdng,1055,790,4,3,4,SawyerW,Normal,1992,Lvl,4,WD,RFn,5,2,635,0,70.0,1992,Wd Sdng,8,1055,189000
2,1988.0,0.0,8,1752,Basment,492,Wd Sdng,1080,672,4,0,3,Gilbert,Normal,2005,Bnk,4,WD,RFn,7,2,325,427,152.0,1988,Wd Sdng,8,559,164000
0,1941.0,0.0,4,672,Attchd,234,MetalSd,672,0,3,0,3,Edwards,Normal,1950,Lvl,3,WD,Unf,6,1,0,344,50.0,1941,MetalSd,4,672,113000
2,1965.0,0.0,4,960,Attchd,364,VinylSd,960,0,3,0,3,Sawyer,Normal,2001,Lvl,3,WD,Unf,9,1,88,648,,1965,VinylSd,3,648,145000
2,1962.0,0.0,5,999,Attchd,300,MetalSd,999,0,3,0,3,NAmes,Normal,1962,Lvl,3,WD,Unf,5,1,150,784,69.0,1962,MetalSd,6,925,134500
0,1966.0,0.0,5,894,Detchd,384,VinylSd,894,0,3,0,3,Sawyer,Normal,1966,Lvl,3,WD,RFn,5,1,0,180,99.0,1966,VinylSd,5,894,125000
0,1978.0,0.0,6,1902,Attchd,539,VinylSd,1318,584,0,0,3,Sawyer,Normal,1978,Lvl,3,WD,Unf,5,2,0,0,68.0,1978,VinylSd,8,0,112000
1,2009.0,72.0,8,1314,Attchd,552,CmentBd,1314,0,4,0,4,Somerst,Partial,2009,Lvl,4,New,RFn,5,2,135,936,72.0,2009,CemntBd,6,1300,229456
0,,0.0,4,912,,0,AsbShng,672,240,0,0,3,BrkSide,Normal,1950,Lvl,3,WD,,5,0,0,0,52.0,1947,AsbShng,3,0,80500
0,,236.0,6,1218,,0,CmentBd,672,546,3,0,3,BrDale,Abnorml,1971,Lvl,3,WD,,5,0,201,0,21.0,1971,CemntBd,7,672,91500
0,1964.0,0.0,5,912,Attchd,288,Wd Sdng,912,0,3,0,3,NAmes,Abnorml,1964,Lvl,3,WD,Unf,5,1,0,312,66.0,1964,Wd Sdng,5,912,115000
0,1968.0,0.0,5,1211,Attchd,322,HdBoard,1211,0,3,3,3,Sawyer,Normal,1968,Lvl,3,WD,Unf,5,1,0,250,55.0,1968,HdBoard,5,952,134000
1,1949.0,320.0,6,1846,Attchd,315,Wd Sdng,1168,678,3,4,3,NAmes,Normal,1950,Lvl,3,WD,Unf,6,1,0,196,78.0,1949,Wd Sdng,7,1040,143000
0,1951.0,44.0,5,2136,Detchd,528,Wd Sdng,2136,0,3,0,3,NAmes,Normal,1951,Lvl,3,WD,Unf,3,2,0,756,89.0,1951,Wd Sdng,7,2136,137900
2,2004.0,0.0,7,1490,Attchd,388,VinylSd,788,702,4,4,4,Gilbert,Normal,2005,Lvl,4,WD,Fin,5,2,100,724,60.0,2004,VinylSd,8,788,184000
2,1958.0,63.0,6,1138,Attchd,264,VinylSd,1138,0,3,0,3,NAmes,Normal,1958,Lvl,3,WD,RFn,8,1,224,507,65.0,1958,VinylSd,6,588,145000
1,2007.0,74.0,6,1933,BuiltIn,668,VinylSd,894,1039,4,4,4,Somerst,Normal,2007,Lvl,4,WD,Fin,5,3,100,0,86.0,2007,VinylSd,9,894,214000
0,1992.0,300.0,5,912,Detchd,576,VinylSd,912,0,3,0,4,NAmes,Normal,2008,Lvl,3,WD,Unf,8,2,0,595,72.0,1965,VinylSd,5,912,147000
0,2008.0,766.0,9,1702,Attchd,1052,MetalSd,1702,0,5,4,5,NridgHt,Partial,2008,Lvl,5,New,Fin,5,3,0,1540,65.0,2008,MetalSd,7,1702,367294
0,1960.0,0.0,5,1507,Basment,404,HdBoard,1507,0,3,0,3,NAmes,Normal,1960,Lvl,3,WD,Unf,5,1,0,666,70.0,1960,BrkFace,7,1075,127000
0,1977.0,1.0,5,2620,BuiltIn,600,Plywood,1361,1259,4,3,3,Sawyer,Normal,1977,Lvl,3,WD,RFn,5,2,155,498,,1977,Plywood,12,1361,190000
2,1962.0,120.0,5,1190,Attchd,540,Wd Sdng,1190,0,3,0,3,NAmes,Normal,1962,Lvl,3,WD,Unf,6,2,0,803,70.0,1962,Wd Sdng,6,1106,132500
0,1962.0,0.0,4,1224,CarPort,462,HdBoard,1224,0,0,0,3,NAmes,Normal,1962,Lvl,3,WD,Unf,5,2,0,0,70.0,1962,HdBoard,6,0,101800
0,1959.0,180.0,5,1188,Attchd,531,Plywood,1188,0,3,0,3,NAmes,Abnorml,1959,Lvl,3,COD,RFn,5,2,0,1000,,1959,Plywood,6,1188,142000
2,,0.0,5,1964,,0,MetalSd,1024,940,3,0,3,SWISU,Abnorml,1950,Bnk,3,WD,,6,0,0,0,55.0,1911,MetalSd,7,940,130000
1,1914.0,0.0,5,1784,Detchd,180,Wd Sdng,892,892,4,0,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,5,1,203,0,96.0,1914,Wd Sdng,9,747,138887
0,2003.0,106.0,7,1626,BuiltIn,474,Wd Shng,764,862,4,0,4,NridgHt,Normal,2003,Lvl,4,WD,RFn,5,2,0,0,36.0,2003,VinylSd,6,764,175500
0,2004.0,0.0,7,1948,BuiltIn,434,VinylSd,847,1101,4,4,4,CollgCr,Normal,2005,Lvl,4,WD,Fin,5,2,100,0,41.0,2004,VinylSd,8,847,195000
0,2005.0,0.0,6,1141,Detchd,484,VinylSd,1141,0,4,0,3,SawyerW,Abnorml,2005,Lvl,4,WD,Unf,5,2,0,0,63.0,2005,VinylSd,6,1141,142500
2,2006.0,32.0,8,1484,Attchd,472,VinylSd,1484,0,4,4,5,Timber,Normal,2006,HLS,4,WD,RFn,5,2,120,428,64.0,2006,VinylSd,6,1476,265900
0,2003.0,252.0,7,1768,Attchd,543,VinylSd,884,884,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,RFn,5,2,0,550,65.0,2003,VinylSd,8,884,224900
2,2007.0,0.0,7,1689,Attchd,954,VinylSd,1689,0,4,0,4,Somerst,Partial,2007,Lvl,4,New,RFn,6,3,0,0,83.0,2007,VinylSd,7,1689,248328
3,1974.0,81.0,7,1173,Attchd,528,Plywood,1173,0,4,3,4,NWAmes,Family,1974,Lvl,3,WD,RFn,6,2,0,885,85.0,1974,Plywood,6,1053,170000
