RemodAge,TotalArea,BsmtExposure,MasVnrArea,GarageType,LotArea,FireplaceQu,Exterior2nd,BsmtQual,TotalFinSF,KitchenQual,Neighborhood,SaleCondition,FullBath,GarageAge,HouseStyle,MSZoning,LandContour,SaleType,GarageFinish,Foundation,GarageCars,WoodDeckSF,OverallScore,LotFrontage,Exterior1st,TotRmsAbvGrd,SalePrice
16,3071,1,0.0,Attchd,10357,3,HdBoard,4,2180,4,SawyerW,Normal,2,17.0,1Story,RL,Lvl,WD,Fin,PConc,2,0,6.3999999999999995,114.0,HdBoard,6,179900
0,3311,0,0.0,BuiltIn,23257,4,VinylSd,5,2021,4,Gilbert,Partial,2,0.0,2Story,RL,HLS,New,RFn,PConc,2,0,6.3999999999999995,168.0,VinylSd,9,274725
7,3077,0,0.0,Attchd,8063,3,VinylSd,4,1690,3,Gilbert,Abnorml,2,7.0,2Story,RL,Lvl,WD,RFn,PConc,2,100,5.699999999999999,,VinylSd,7,181000
4,4534,1,42.0,Attchd,11362,4,MetalSd,5,2875,4,NridgHt,Normal,2,5.0,1Story,RL,Lvl,WD,Fin,PConc,3,125,7.1,107.0,MetalSd,7,280000
12,2862,0,0.0,Attchd,8000,3,HdBoard,4,1877,3,Gilbert,Normal,2,13.0,2Story,RL,Lvl,WD,Fin,PConc,2,224,5.699999999999999,,HdBoard,8,188000
32,3250,0,660.0,Attchd,10480,4,Plywood,3,2367,3,NWAmes,Normal,2,32.0,2Story,RL,Lvl,WD,RFn,CBlock,2,0,6.699999999999999,80.0,Plywood,8,205000
49,1940,0,0.0,Detchd,7100,0,Wd Shng,3,1524,3,NAmes,Normal,1,49.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,73.0,WdShing,5,129900
1,2256,0,0.0,Attchd,8923,0,Wd Sdng,3,1651,4,NAmes,Normal,1,54.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,66.0,Wd Sdng,6,134500
6,1992,0,0.0,Detchd,5400,0,MetalSd,3,1248,4,OldTown,Normal,1,51.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,90.0,MetalSd,4,117000
0,4396,0,328.0,Attchd,12085,4,VinylSd,5,2738,5,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,3,0,7.1,93.0,VinylSd,7,318000
7,2354,0,0.0,BuiltIn,7750,3,VinylSd,4,1772,4,Gilbert,Normal,2,7.0,SLvl,RL,Lvl,WD,Fin,PConc,2,120,7.1,,VinylSd,7,184100
5,2238,0,0.0,Attchd,9764,0,VinylSd,3,1596,4,Sawyer,Normal,1,41.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.6,57.0,VinylSd,5,130000
21,2434,0,0.0,BuiltIn,13825,0,MetalSd,3,1601,3,Sawyer,Normal,1,50.0,SLvl,RL,Lvl,WD,RFn,CBlock,1,280,5.3,85.0,MetalSd,6,140000
47,2366,0,0.0,Attchd,7560,0,Wd Sdng,3,1409,3,NAmes,Normal,1,47.0,1Story,RL,Lvl,WD,RFn,CBlock,1,140,5.0,70.0,BrkFace,6,133700
57,2332,0,0.0,Detchd,8263,4,BrkFace,3,1012,3,IDOTRR,Normal,1,87.0,1Story,RM,Bnk,WD,Unf,BrkTil,1,0,5.699999999999999,59.0,BrkFace,6,118400
0,3886,2,196.0,Attchd,10084,0,VinylSd,4,1576,4,CollgCr,Partial,2,1.0,1Story,RL,Lvl,New,RFn,PConc,3,144,6.3999999999999995,84.0,VinylSd,7,212900
53,1920,0,0.0,Basment,8926,0,AsbShng,3,960,3,Edwards,Abnorml,1,53.0,1Story,RL,Lvl,COD,Unf,CBlock,1,64,3.6999999999999997,,AsbShng,5,112000
1,1396,0,0.0,,9405,0,VinylSd,3,698,3,Edwards,Normal,1,,1Story,RL,Lvl,WD,,CBlock,0,0,6.199999999999999,50.0,VinylSd,4,118000
15,2258,0,170.0,Attchd,9125,3,HdBoard,4,1482,4,Gilbert,Normal,2,15.0,SLvl,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,,HdBoard,7,163900
54,2682,0,0.0,Detchd,10434,3,Plywood,3,1005,2,NAmes,Normal,1,32.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,4.3,60.0,Plywood,5,115000
2,3588,0,130.0,Attchd,3684,3,VinylSd,4,1555,4,Blmngtn,Normal,2,2.0,1Story,RL,Lvl,WD,Fin,PConc,3,143,6.3999999999999995,53.0,VinylSd,7,174000
3,3690,2,0.0,Attchd,14572,4,VinylSd,4,2830,4,Gilbert,Family,2,3.0,1Story,RL,Lvl,WD,Fin,PConc,3,144,6.3999999999999995,182.0,VinylSd,7,259000
2,3240,2,0.0,BuiltIn,11796,4,VinylSd,4,1959,4,Gilbert,Normal,2,3.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,59.0,VinylSd,8,215000
27,2544,3,180.0,Detchd,7200,0,MetalSd,4,1872,3,OldTown,Normal,1,27.0,SFoyer,RM,Lvl,WD,Unf,CBlock,2,49,5.0,60.0,MetalSd,4,140000
59,3679,0,0.0,Detchd,7804,3,Plywood,3,2603,4,SWISU,Normal,2,28.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,2,431,3.6999999999999997,65.0,WdShing,7,135000
15,1948,1,0.0,,10712,0,HdBoard,4,1186,3,Mitchel,Abnorml,1,,1Story,RL,Lvl,Oth,,PConc,0,0,5.0,63.0,HdBoard,5,93500
57,3423,1,0.0,Detchd,9900,0,Wd Sdng,3,2210,2,OldTown,Normal,2,77.0,2Story,RM,Lvl,WD,Unf,BrkTil,1,0,5.3999999999999995,90.0,Wd Sdng,8,117500
14,3614,0,0.0,Attchd,9828,3,VinylSd,4,2604,4,SawyerW,Normal,2,14.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,7.1,80.0,VinylSd,8,239500
10,2976,2,0.0,Attchd,8773,3,VinylSd,4,1600,3,Gilbert,Normal,2,10.0,2Story,RL,HLS,WD,Fin,PConc,2,100,5.699999999999999,57.0,VinylSd,7,169000
57,2126,0,0.0,Detchd,6180,4,Wd Sdng,3,986,3,BrkSide,Normal,1,81.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,5.699999999999999,60.0,Wd Sdng,5,102000
58,2572,0,0.0,Attchd,9600,0,VinylSd,3,1532,3,NAmes,Abnorml,1,58.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.699999999999999,80.0,VinylSd,6,119000
14,1800,0,0.0,,6342,0,VinylSd,3,1020,3,Sawyer,Normal,1,,1.5Fin,RL,Lvl,WD,,CBlock,0,0,5.9,54.0,VinylSd,6,94000
32,3848,3,0.0,Attchd,9819,3,ImStucc,3,3134,4,Mitchel,Normal,2,32.0,1Story,RL,Lvl,WD,RFn,PConc,2,264,5.699999999999999,,Plywood,5,196000
57,2577,0,0.0,Detchd,8731,4,Stucco,3,1812,3,BrkSide,Normal,1,35.0,1Story,RL,Lvl,WD,Unf,BrkTil,2,0,5.0,98.0,Stucco,6,144000
57,2744,1,0.0,Detchd,7350,0,HdBoard,3,1804,3,NAmes,Abnorml,1,20.0,1Story,RL,Lvl,COD,Unf,CBlock,2,0,5.6,60.0,HdBoard,4,139000
33,3132,0,44.0,Attchd,10304,3,Plywood,3,2249,4,NWAmes,Normal,2,33.0,2Story,RL,Lvl,WD,Unf,CBlock,2,448,5.6,,Plywood,9,197500
0,5346,3,340.0,BuiltIn,9965,3,VinylSd,5,3978,4,CollgCr,Partial,3,1.0,2Story,RL,Lvl,New,RFn,PConc,3,125,7.1,77.0,VinylSd,11,424870
49,2012,0,0.0,,9000,0,Plywood,3,1294,3,Sawyer,Normal,1,,1Story,RL,Lvl,WD,,CBlock,0,0,4.4,,Wd Sdng,5,80000
60,1876,0,0.0,Detchd,12180,0,MetalSd,4,1272,2,Edwards,Normal,1,69.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,4.0,60.0,MetalSd,5,80000
56,2843,0,0.0,Detchd,6240,4,MetalSd,3,1576,3,BrkSide,Family,1,78.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,1,0,5.3,52.0,MetalSd,8,149000
21,2999,0,85.0,Attchd,11200,3,Wd Shng,4,2556,4,SawyerW,Normal,2,21.0,1Story,RL,Lvl,WD,Unf,CBlock,2,165,5.699999999999999,,Wd Sdng,5,180000
59,2502,0,0.0,Attchd,12000,4,MetalSd,3,1839,2,Crawfor,Normal,1,68.0,2Story,RL,Bnk,WD,Unf,CBlock,1,0,7.0,75.0,MetalSd,7,174500
58,1971,0,0.0,Detchd,5700,4,Wd Sdng,3,1111,3,OldTown,Normal,1,26.0,1.5Fin,RM,Lvl,WD,Unf,PConc,1,0,7.0,,Wd Sdng,5,116900
21,2456,0,0.0,Detchd,9000,0,VinylSd,3,2106,3,OldTown,Normal,1,79.0,2Story,RM,Lvl,WD,Unf,PConc,2,0,7.6,50.0,VinylSd,7,143000
57,2170,0,0.0,Attchd,8280,4,BrkFace,3,932,4,NAmes,Normal,1,57.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.699999999999999,57.0,BrkFace,4,124000
47,3460,0,132.0,Attchd,17755,4,Plywood,3,1642,2,Edwards,Normal,1,47.0,1Story,RL,Lvl,WD,Fin,CBlock,2,0,4.7,134.0,HdBoard,6,149900
2,3354,0,0.0,Attchd,14115,4,Stone,3,2654,5,Crawfor,Abnorml,1,50.0,1Story,RL,Lvl,WD,Fin,PConc,2,0,6.299999999999999,90.0,Stone,6,230000
1,2064,2,0.0,Detchd,5890,0,Wd Sdng,3,1354,3,IDOTRR,Normal,1,6.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,6.6,,Wd Sdng,5,120500
20,3176,3,288.0,Attchd,13700,4,VinylSd,3,2274,4,NAmes,Normal,1,43.0,2Story,RL,Lvl,WD,Unf,CBlock,2,60,6.699999999999999,,VinylSd,8,201800
3,3402,3,0.0,Attchd,10768,2,Plywood,4,2594,4,Veenker,Normal,2,31.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.9,90.0,Plywood,6,218000
9,2986,3,0.0,Attchd,9350,4,BrkFace,3,1898,4,NAmes,Normal,2,43.0,SLvl,RL,Lvl,WD,RFn,PConc,2,0,5.9,85.0,BrkFace,6,179900
1,3254,0,166.0,Attchd,5001,4,VinylSd,4,2218,4,NridgHt,Normal,2,1.0,1Story,RL,Lvl,WD,RFn,PConc,2,172,6.3999999999999995,34.0,VinylSd,6,230000
0,3990,0,186.0,Attchd,11932,0,VinylSd,4,1580,4,Somerst,Partial,2,0.0,1Story,RL,Lvl,ConLD,RFn,PConc,3,0,7.1,92.0,VinylSd,7,235128
34,3317,0,270.0,Attchd,9120,3,HdBoard,3,2318,4,NWAmes,Normal,2,34.0,2Story,RL,Lvl,WD,RFn,CBlock,2,0,5.999999999999999,76.0,HdBoard,8,185000
32,2751,0,0.0,Attchd,2280,3,Brk Cmn,4,1767,3,NPkVill,Normal,2,32.0,2Story,RL,Lvl,WD,Unf,CBlock,2,26,5.699999999999999,24.0,Plywood,7,146000
2,3860,0,72.0,Detchd,14778,4,HdBoard,3,2368,4,Crawfor,Normal,1,15.0,1Story,RL,Low,WD,Unf,CBlock,2,108,6.299999999999999,,HdBoard,7,224000
39,2238,0,0.0,Attchd,8724,1,VinylSd,4,1386,3,Sawyer,Normal,1,39.0,1Story,RL,Lvl,WD,Fin,CBlock,2,0,5.0,109.0,VinylSd,5,129000
39,2856,2,0.0,CarPort,12900,0,Plywood,4,2456,3,Sawyer,Alloca,0,39.0,SFoyer,RL,Lvl,WD,Unf,CBlock,2,120,4.0,60.0,Plywood,6,108959
29,3380,3,0.0,Attchd,16157,3,Plywood,4,2503,4,Veenker,Normal,1,29.0,SLvl,RL,Lvl,WD,Unf,PConc,2,168,5.6,,Plywood,5,194000
0,3648,0,268.0,Attchd,9541,0,VinylSd,4,1502,4,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,0,6.3999999999999995,79.0,VinylSd,7,233170
2,4164,2,72.0,Attchd,10475,0,VinylSd,4,1694,4,CollgCr,Normal,2,2.0,1Story,RL,Lvl,WD,RFn,PConc,3,160,7.1,64.0,VinylSd,7,245350
6,3102,0,0.0,Attchd,10852,3,VinylSd,4,2457,3,Gilbert,Normal,2,6.0,2Story,RL,Lvl,WD,Fin,PConc,2,0,5.699999999999999,58.0,VinylSd,7,173000
22,3775,0,0.0,Basment,13728,3,Stucco,3,2734,4,Edwards,Normal,2,73.0,2Story,RL,Lvl,WD,Unf,CBlock,2,0,6.299999999999999,120.0,Stucco,7,235000
10,6364,3,1378.0,Attchd,35760,3,HdBoard,5,5014,4,NoRidge,Normal,3,11.0,2Story,RL,Lvl,WD,Fin,PConc,3,361,8.5,118.0,HdBoard,10,625000
31,2572,2,0.0,Attchd,9880,1,Plywood,3,1640,3,Mitchel,Normal,1,31.0,SLvl,RL,Lvl,WD,Fin,CBlock,1,203,5.999999999999999,76.0,Plywood,6,171000
50,2955,0,0.0,Attchd,9120,3,MetalSd,3,1923,3,NAmes,Normal,1,50.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.999999999999999,76.0,MetalSd,6,163000
1,2500,0,0.0,Detchd,4017,0,MetalSd,4,1250,4,Somerst,Normal,2,2.0,2Story,FV,Lvl,WD,Fin,PConc,2,0,6.3999999999999995,35.0,MetalSd,5,171900
13,4684,0,0.0,,18030,4,MetalSd,3,3228,5,ClearCr,Normal,3,,1.5Fin,RL,Bnk,WD,,CBlock,0,122,5.3,138.0,MetalSd,12,200500
56,3657,0,0.0,Detchd,16560,4,Wd Sdng,4,2848,3,Crawfor,Normal,2,74.0,2Story,RL,Lvl,WD,Unf,BrkTil,2,0,6.6,80.0,Wd Sdng,9,239000
7,5096,0,337.0,Attchd,10678,3,HdBoard,4,3572,4,NoRidge,Normal,2,15.0,1.5Fin,RL,Lvl,WD,Fin,PConc,2,0,7.1,85.0,HdBoard,9,285000
23,2063,0,0.0,Attchd,6951,0,Plywood,3,1581,3,Mitchel,Normal,1,24.0,1Story,RL,Lvl,WD,Unf,CBlock,1,362,5.0,37.0,HdBoard,5,119500
5,2252,0,0.0,Detchd,3950,0,MetalSd,3,1692,3,OldTown,Normal,1,83.0,1.5Fin,RM,Bnk,WD,Unf,CBlock,1,0,6.6,,MetalSd,5,115000
59,2260,0,0.0,Detchd,7681,4,Wd Sdng,3,1343,3,Crawfor,Normal,1,88.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,192,5.3,54.0,Wd Sdng,7,154900
52,1124,0,0.0,,8335,4,Wd Sdng,0,1124,3,Edwards,Normal,1,,1Story,RL,Lvl,WD,,Slab,0,0,5.0,77.0,Wd Sdng,5,93000
15,4423,0,0.0,Attchd,11170,0,MetalSd,4,3730,3,Timber,Normal,2,16.0,2Story,RL,Lvl,WD,Fin,Wood,2,0,6.3999999999999995,,MetalSd,8,250000
0,3734,3,186.0,Attchd,5587,4,CmentBd,5,3132,4,Crawfor,Partial,2,0.0,1Story,RM,HLS,New,Fin,PConc,2,162,7.1,64.0,CemntBd,5,392500
11,7685,2,0.0,Attchd,15623,3,ImStucc,5,6572,5,NoRidge,Abnorml,3,11.0,2Story,RL,Lvl,WD,Fin,PConc,3,171,8.5,160.0,Wd Sdng,10,745000
56,2970,0,0.0,Detchd,10800,4,Stucco,3,1951,3,OldTown,Normal,1,36.0,1Story,RL,Lvl,WD,Unf,BrkTil,2,229,5.3,60.0,Stucco,5,120000
44,4139,3,226.0,2Types,35133,3,MetalSd,3,2731,3,Timber,Normal,1,44.0,1Story,RL,Lvl,WD,RFn,CBlock,3,0,4.7,50.0,MetalSd,5,186700
56,2397,0,0.0,Attchd,9738,0,AsbShng,3,1613,3,Edwards,Normal,1,41.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,1,0,5.6,60.0,AsbShng,7,104900
39,3097,1,0.0,CarPort,10615,0,HdBoard,2,2139,3,OldTown,Abnorml,2,89.0,2Story,RL,Bnk,WD,Unf,CBlock,2,0,3.5999999999999996,107.0,HdBoard,7,95000
11,4005,0,0.0,Attchd,12461,2,ImStucc,4,3080,4,NoRidge,Normal,2,12.0,1Story,RL,Lvl,WD,RFn,PConc,3,0,7.1,89.0,ImStucc,5,262000
7,2984,0,95.0,Attchd,8935,0,VinylSd,4,1660,4,CollgCr,Normal,2,7.0,2Story,RL,Lvl,WD,RFn,PConc,2,144,6.3999999999999995,68.0,VinylSd,7,195000
11,3240,0,0.0,Attchd,7500,3,VinylSd,3,1804,4,Gilbert,Normal,2,11.0,2Story,RL,Lvl,WD,Fin,PConc,2,140,6.3999999999999995,60.0,VinylSd,7,189000
32,4227,2,149.0,2Types,32463,3,MetalSd,3,2781,3,Mitchel,Normal,1,32.0,1Story,RL,Low,WD,Fin,CBlock,4,439,4.0,,MetalSd,7,168000
7,2709,0,456.0,Detchd,2645,0,MetalSd,4,1441,4,Somerst,Normal,2,8.0,2Story,FV,Lvl,WD,Unf,PConc,2,206,7.1,24.0,MetalSd,5,174000
13,2424,1,0.0,Detchd,9600,0,VinylSd,3,1472,4,OldTown,Normal,1,82.0,1.5Fin,RM,Lvl,WD,Unf,PConc,1,0,5.9,60.0,VinylSd,6,125000
10,2850,0,425.0,Attchd,4500,0,VinylSd,5,2107,3,Mitchel,Normal,2,10.0,1Story,RM,Lvl,WD,Fin,PConc,2,0,5.699999999999999,,VinylSd,5,165000
41,2314,0,143.0,Attchd,9364,0,HdBoard,3,1723,3,Sawyer,Normal,1,41.0,2Story,RL,Lvl,WD,Fin,CBlock,1,379,6.299999999999999,80.0,HdBoard,7,158000
3,2584,0,0.0,Attchd,8029,0,VinylSd,4,1456,4,Gilbert,Normal,2,3.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,5.699999999999999,51.0,VinylSd,8,176000
0,3402,2,0.0,BuiltIn,14054,4,VinylSd,4,1863,4,Gilbert,Partial,2,0.0,2Story,RL,Lvl,New,Fin,PConc,3,100,6.3999999999999995,58.0,VinylSd,9,219210
56,2730,0,0.0,Detchd,8850,4,MetalSd,3,1690,3,OldTown,Normal,1,90.0,2.5Unf,RM,Bnk,ConLw,Unf,BrkTil,1,0,6.699999999999999,65.0,MetalSd,7,144000
8,2997,0,0.0,Attchd,9100,0,VinylSd,4,1212,4,CollgCr,Normal,2,8.0,1Story,RL,Lvl,WD,RFn,PConc,2,356,6.3999999999999995,70.0,VinylSd,6,178000
27,2892,0,51.0,Attchd,11235,1,HdBoard,3,1929,3,Sawyer,Normal,1,32.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,4.3,75.0,HdBoard,6,148000
36,2008,0,0.0,Attchd,9353,0,MetalSd,3,864,3,NAmes,Abnorml,1,34.0,1Story,RL,Lvl,Oth,Unf,CBlock,1,0,4.3,71.0,MetalSd,5,116050
11,3191,2,0.0,Attchd,10400,0,VinylSd,4,1779,4,CollgCr,Normal,2,11.0,2Story,RL,Lvl,WD,RFn,PConc,2,198,6.3999999999999995,80.0,VinylSd,6,197900
12,2448,0,0.0,Detchd,6000,2,Wd Sdng,3,1348,3,BrkSide,Normal,1,49.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,1,0,5.9,50.0,Wd Sdng,5,117000
8,3711,0,171.0,Attchd,9750,3,VinylSd,4,1630,4,CollgCr,Normal,2,9.0,1Story,RL,Lvl,WD,Unf,PConc,2,74,6.3999999999999995,75.0,VinylSd,6,213000
31,2625,0,0.0,Attchd,10140,0,HdBoard,4,1862,3,NWAmes,Normal,1,31.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,5.3,78.0,HdBoard,6,153500
18,5055,1,234.0,Attchd,14684,3,HdBoard,4,2858,4,SawyerW,Normal,2,19.0,1Story,RL,Lvl,WD,RFn,CBlock,3,84,7.0,90.0,HdBoard,7,271900
40,2496,0,0.0,Detchd,8900,0,HdBoard,3,2112,3,SawyerW,Normal,1,40.0,1Story,RH,Lvl,WD,Unf,CBlock,1,0,4.0,,HdBoard,5,107000
3,3926,2,120.0,Attchd,9135,0,VinylSd,4,2040,4,CollgCr,Normal,2,3.0,1Story,RL,Lvl,WD,RFn,PConc,2,192,5.699999999999999,70.0,VinylSd,7,200000
28,2720,0,0.0,Detchd,7763,0,MetalSd,3,1895,3,NAmes,Normal,1,28.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.6,70.0,MetalSd,6,140000
0,3820,1,420.0,Attchd,10182,4,VinylSd,5,2880,4,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,322,7.1,85.0,VinylSd,8,290000
18,3362,0,0.0,Attchd,11218,3,Wd Sdng,4,1845,4,SawyerW,Normal,2,18.0,2Story,RL,Lvl,WD,RFn,PConc,2,635,5.699999999999999,70.0,Wd Sdng,8,189000
5,2803,2,0.0,Basment,12134,0,Wd Sdng,4,2179,3,Gilbert,Normal,2,22.0,1.5Fin,RL,Bnk,WD,RFn,Wood,2,325,7.699999999999999,152.0,Wd Sdng,8,164000
59,1578,0,0.0,Attchd,9340,0,MetalSd,3,1016,3,Edwards,Normal,1,68.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,4.6,50.0,MetalSd,4,113000
5,1972,2,0.0,Attchd,10246,0,VinylSd,3,1608,3,Sawyer,Normal,0,41.0,SLvl,RL,Lvl,WD,Unf,CBlock,1,88,5.5,,VinylSd,3,145000
44,2224,2,0.0,Attchd,10205,0,MetalSd,3,1783,3,NAmes,Normal,1,44.0,SFoyer,RL,Lvl,WD,Unf,CBlock,1,150,5.0,69.0,MetalSd,6,134500
41,2172,0,0.0,Detchd,7094,0,VinylSd,3,1448,3,Sawyer,Normal,1,41.0,1Story,RL,Lvl,WD,RFn,CBlock,1,0,5.0,99.0,VinylSd,5,125000
32,2441,0,0.0,Attchd,8930,0,VinylSd,0,1902,3,Sawyer,Normal,2,32.0,1.5Fin,RM,Lvl,WD,Unf,Slab,2,0,5.699999999999999,68.0,VinylSd,8,112000
0,3166,1,72.0,Attchd,8640,0,CmentBd,4,2250,4,Somerst,Partial,2,0.0,1Story,FV,Lvl,New,RFn,PConc,2,135,7.1,72.0,CemntBd,6,229456
56,912,0,0.0,,6240,0,AsbShng,0,912,3,BrkSide,Normal,1,,1.5Fin,RM,Lvl,WD,,Slab,0,0,4.3,52.0,AsbShng,3,80500
35,1890,0,236.0,,1680,0,CmentBd,3,1218,3,BrDale,Abnorml,1,,2Story,RM,Lvl,WD,,CBlock,0,201,5.699999999999999,21.0,CemntBd,7,91500
42,2112,0,0.0,Attchd,7800,0,Wd Sdng,3,1824,3,NAmes,Abnorml,1,42.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,66.0,Wd Sdng,5,115000
40,2485,0,0.0,Attchd,8250,3,HdBoard,3,1953,3,Sawyer,Normal,1,40.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,55.0,HdBoard,5,134000
57,3201,1,320.0,Attchd,10496,4,Wd Sdng,3,2042,3,NAmes,Normal,2,58.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.999999999999999,78.0,Wd Sdng,7,143000
55,4800,0,44.0,Detchd,10680,0,Wd Sdng,3,2892,3,NAmes,Normal,2,55.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,4.4,89.0,Wd Sdng,7,137900
3,2666,2,0.0,Attchd,15384,4,VinylSd,4,2214,4,Gilbert,Normal,2,4.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,60.0,VinylSd,8,184000
49,1990,2,63.0,Attchd,10482,0,VinylSd,3,1645,3,NAmes,Normal,1,49.0,SLvl,RL,Lvl,WD,RFn,CBlock,1,224,6.6,65.0,VinylSd,6,145000
1,3495,1,74.0,BuiltIn,14598,4,VinylSd,4,1933,4,Somerst,Normal,2,1.0,2Story,RL,Lvl,WD,Fin,PConc,3,100,5.699999999999999,86.0,VinylSd,9,214000
0,2400,0,300.0,Detchd,8872,0,VinylSd,3,1507,4,NAmes,Normal,1,16.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.9,72.0,VinylSd,5,147000
0,4456,0,766.0,Attchd,8769,4,MetalSd,5,3242,5,NridgHt,Partial,1,0.0,1Story,RL,Lvl,New,Fin,PConc,3,0,7.8,65.0,MetalSd,7,367294
48,2986,0,0.0,Basment,7910,0,HdBoard,3,2173,3,NAmes,Normal,2,48.0,SLvl,RL,Lvl,WD,Unf,CBlock,1,0,5.0,70.0,BrkFace,7,127000
30,4581,0,1.0,BuiltIn,18890,3,Plywood,4,3329,3,Sawyer,Normal,2,30.0,1.5Fin,RL,Lvl,WD,RFn,CBlock,2,155,5.0,,Plywood,12,190000
44,2836,2,120.0,Attchd,7728,0,Wd Sdng,3,1993,3,NAmes,Normal,1,44.0,SLvl,RL,Lvl,WD,Unf,CBlock,2,0,5.3,70.0,Wd Sdng,6,132500
45,1686,0,0.0,CarPort,9842,0,HdBoard,0,1224,3,NAmes,Normal,2,45.0,1Story,RL,Lvl,WD,Unf,Slab,2,0,4.3,70.0,HdBoard,6,101800
51,2907,0,180.0,Attchd,12160,0,Plywood,3,2188,3,NAmes,Abnorml,1,51.0,1Story,RL,Lvl,COD,RFn,CBlock,2,0,5.0,,Plywood,6,142000
58,2904,2,0.0,,8525,0,MetalSd,3,1964,3,SWISU,Abnorml,1,,2Story,RH,Bnk,WD,,PConc,0,0,5.3,55.0,MetalSd,7,130000
56,2711,1,0.0,Detchd,13132,0,Wd Sdng,4,1784,3,Crawfor,Normal,1,92.0,2Story,RL,Lvl,WD,Unf,BrkTil,1,203,5.0,96.0,Wd Sdng,9,138887
7,2864,0,106.0,BuiltIn,2628,0,Wd Shng,4,1626,4,NridgHt,Normal,2,7.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,36.0,VinylSd,6,175500
1,3229,0,0.0,BuiltIn,12393,4,VinylSd,4,1948,4,CollgCr,Normal,2,2.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,41.0,VinylSd,8,195000
1,2766,0,0.0,Detchd,13072,0,VinylSd,4,1141,3,SawyerW,Abnorml,1,1.0,1Story,RL,Lvl,WD,Unf,PConc,2,0,5.699999999999999,63.0,VinylSd,6,142500
1,3432,2,32.0,Attchd,9037,4,VinylSd,4,1912,5,Timber,Normal,2,1.0,1Story,RL,HLS,WD,RFn,PConc,2,120,7.1,64.0,VinylSd,6,265900
5,3195,0,252.0,Attchd,8158,0,VinylSd,4,2318,4,CollgCr,Normal,2,5.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,65.0,VinylSd,8,224900
0,4332,2,0.0,Attchd,9849,0,VinylSd,4,1689,4,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,3,0,6.699999999999999,83.0,VinylSd,7,248328
36,2754,3,81.0,Attchd,10625,3,Plywood,4,2226,4,NWAmes,Family,2,36.0,SFoyer,RL,Lvl,WD,RFn,CBlock,2,0,6.699999999999999,85.0,Plywood,6,170000
0,5002,3,,Attchd,13891,4,VinylSd,5,3462,5,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,216,8.5,107.0,VinylSd,7,465000
56,2709,0,0.0,Detchd,11435,4,Stucco,4,1517,4,Crawfor,Normal,1,75.0,2Story,RL,HLS,WD,Unf,PConc,2,0,7.699999999999999,,BrkFace,7,230000
4,2930,0,74.0,BuiltIn,12090,3,VinylSd,4,1868,3,NWAmes,Abnorml,3,23.0,SLvl,RL,Lvl,WD,Fin,CBlock,2,268,6.299999999999999,78.0,VinylSd,7,178000
